gene1,gene2,GI_scores,gene1_primekgindex,gene2_primekgindex,label,cell_id
AATF,EMC4,0.0256933034072999,9555,12204,0.0,2
AATF,EMC7,0.648667849144,9555,3002,0.0,2
AATF,EXOSC2,0.0576546247495,9555,121,0.0,2
AATF,EXOSC4,-0.332593375305,9555,3083,0.0,2
AATF,EXOSC6,-0.2074991262119999,9555,11325,0.0,2
AATF,FAM98B,0.280779849727,9555,57277,0.0,2
AATF,FARSA,-0.0887796351508,9555,494,0.0,2
AATF,FBXO28,0.928107898553,9555,7635,0.0,2
AATF,FDPS,-1.00979802898,9555,8473,0.0,2
AATF,FH,0.6812462799779999,9555,504,0.0,2
AATF,FIP1L1,0.424909781762,9555,2757,0.0,2
AATF,GEMIN4,2.0449777244400003,9555,5122,0.0,2
AATF,GFER,-0.393534185052,9555,2383,0.0,2
AATF,GNL2,0.775920533687,9555,11042,0.0,2
AATF,GNL3L,-1.27805558576,9555,4538,0.0,2
AATF,GNPAT,0.0469827545705,9555,6847,0.0,2
AATF,GPN3,-1.00130160789,9555,962,0.0,2
AATF,GTF2H4,0.683343539394,9555,3040,0.0,2
AATF,GTF3C3,-0.231309338374,9555,4897,0.0,2
AATF,GTPBP4,0.48035815967,9555,1277,0.0,2
AATF,HCCS,-0.102614968595,9555,727,0.0,2
AATF,HSCB,0.373678224563,9555,7388,0.0,2
AATF,HUS1,0.619843292653,9555,6965,0.0,2
AATF,HYPK,0.581625665924,9555,3630,0.0,2
AATF,IMPDH2,0.583638738713,9555,222,0.0,2
AATF,INTS3,0.821521455753,9555,9271,0.0,2
AATF,INTS5,-0.431807202475,9555,6624,0.0,2
AATF,KCTD10,1.71713900335,9555,6586,0.0,2
AATF,KDM1A,1.14086271819,9555,2144,0.0,2
AATF,LARS2,-0.300973543885,9555,2603,0.0,2
AATF,LEO1,-0.149724755261,9555,56947,0.0,2
AATF,LIAS,1.16074582452,9555,35297,0.0,2
AATF,LONP1,1.0431123619299998,9555,2646,0.0,2
AATF,MAPKAP1,-0.0814306097552,9555,4004,0.0,2
AATF,MASTL,-1.26761734466,9555,11493,0.0,2
AATF,MAX,0.882082287985,9555,207,0.0,2
AATF,MBTPS2,0.0984685660999999,9555,12925,0.0,2
AATF,MCM3,1.0807512485200002,9555,1010,0.0,2
AATF,MCM3AP,1.71179378074,9555,5751,0.0,2
AATF,MCM4,1.35934570732,9555,5574,0.0,2
AATF,MED1,0.0877167045017,9555,2718,0.0,2
